ident,latitude_deg,longitude_deg,iata_code
SJ9S,-15.778959,-55.240287,
SNJB,-11.1632,-40.553101,JCM
SIVW,-24.709625,-48.022828,
SJTL,-22.97861099243164,-51.54861068725586,
BR-2941,-32.540558,-53.384167,
SNMI,-9.83,-39.886667,
SI3P,-18.948056,-39.976667,
BR-0246,-5.854545,-38.573393,
BR-1645,-13.159467,-38.856039,
SNMK,-15.093000411987305,-43.97909927368164,
SJP7,-15.141675,-43.803966,
BR-0229,-15.334222,-43.689039,
BR-1425,-15.43218,-43.911752,
SJ9R,-15.268562,-43.766898,
BR-0237,-7.342351,-41.141814,
BR-0603,-20.31226,-50.612413,
SNAP,-15.731948,-43.322905,
BR-2797,-15.65292,-43.403249,
SWZD,-17.255833,-50.142674,
BR-3057,-15.251786,-56.481979,
BR-3064,-15.3508,-56.712925,
SIMX,-15.240833,-56.578056,
SN4J,-15.593264,-44.691941,
SNJN,-15.4738,-44.385502,JNA
SWLD,-14.88405,-45.338569,
SD3N,-23.877778,-54.509722,
BR-0259,-1.896111,-67.019444,
SWJP,-1.4039299488067627,-69.42379760742188,
SIMW,-20.350089,-53.970519,
SDTS,-20.338452,-54.415966,
BR-1872,-20.051574,-54.256768,
BR-0725,-20.154637,-54.649438,
SS9H,-20.077397,-54.1925,
SSJI,-21.493099,-56.152599,
SINP,-21.506016,-56.420438,
SJVR,-21.491943359375,-56.487220764160156,
SSLU,-21.523332,-56.611667,
BR-0698,-5.638152,-35.956535,
BR-2796,-6.541448,-36.732007,
SDJN,-21.096664,-47.733954,
SNFN,-20.94,-47.87,
SNWQ,-29.330071,-54.336362,
BR-0266,-10.440823,-62.507014,
BR-0267,-10.423643,-62.517625,
BR-0078,-10.359504,-62.46073,
SNAI,-22.742494,-53.803235,
SJDE,-22.644834,-54.09762,
SDAJ,-22.591303,-54.063315,
SSXM,-22.78595,-53.880853,
SSZP,-22.69611167907715,-54.2158317565918,
SIOS,-22.769395,-53.957269,
SIUS,-22.711748,-54.045042,
SILA,-22.756475,-53.83996,
BR-2864,-15.258869,-58.792709,
SWYR,-15.348282,-58.794586,
SNJK,-13.8777,-40.071602,JEQ
SNJI,-17.186800003051758,-44.64950180053711,
SDT8,-17.189291,-44.612058,
SNJQ,-16.4419002532959,-41.03689956665039,
SSA3,-9.943083,-38.520339,
BR-0656,-10.953421,-61.994036,
SI6S,-2.893352,-40.505379,
SNJP,-17.787500381469727,-46.119998931884766,
BR-2957,-17.197500228882,-45.776668548584,
BR-2785,-17.197588,-45.664671,
SNYS,-18.222582,-45.995484,
SJ3V,-17.300278,-46.439444,
SII4,-17.240872,-46.282036,
BR-1161,-17.715755,-45.817385,
BR-0330,-17.307006,-45.92607,
BR-0466,-17.375833,-45.95,
SI6J,-17.87422,-46.060679,
BR-0443,-26.305918,-48.934853,
SSQB,-9.189444,-71.946944,
SNHJ,-21.095,-49.914722,
SDWH,-21.188600540161133,-49.936100006103516,
BR-1062,-4.59817,-42.592211,
SIWN,-17.849879,-49.582296,
SWZA,-11.397556,-58.121521,
BR-3051,-11.564014,-58.02652,
BR-3089,-11.000278,-58.215279,
BR-3105,-11.817694,-57.566954,
BR-2711,-11.474167,-57.921112,
SIGX,-11.198073,-58.235682,
SNOI,-10.434484,-58.163115,
BR-0198,-11.176732,-57.669051,
SN2J,-10.340769,-57.548432,
SN3P,-12.014726,-57.532211,
SJ8P,-11.55925,-57.86479,
SN6R,-11.133056,-57.174444,
SNV2,-11.495585,-57.888733,
SNI3,-11.376822,-57.677889,
BR-0787,-11.468052,-57.609239,
SD6J,-11.174806,-57.244448,
SJ4U,-11.800278,-57.593889,
SI9E,-10.746344,-57.986018,
SJ2E,-10.919444,-57.921667,
BR-1543,-19.926736,-44.387995,
SNAV,-9.504348,-40.36996,
BR-2437,-9.392222,-40.357498,
BR-2168,-9.46201,-40.824299,
BR-1450,-6.074499,-37.035145,
SIJU,-11.790368,-58.456117,
BR-1928,-11.642902,-59.087344,
SWJN,-11.419444,-58.701668,JIA
SWLA,-11.884721755981445,-58.63166809082031,
SI4F,-11.283333,-58.639444,
SD5S,-11.600778,-58.439431,
SS3P,-10.885067,-59.030497,
BR-0846,-21.780237,-43.280217,
BR-2795,-21.845998,-43.190664,
SSJK,-29.153099060058594,-53.74330139160156,
BR-2533,-6.943732,-36.672062,
SWQP,-21.315277099609375,-51.369998931884766,
SJRS,-21.343610763549805,-51.4033317565918,
BR-0897,-3.482507,-66.057696,
SDY7,-10.225279,-58.702036,
SWJF,-10.198919,-58.490691,
BR-3086,-10.314114,-58.494877,JRN
BR-2557,-3.117976,-56.583568,
BR-0235,-15.117624,-49.31236,
BR-0885,-16.236783,-55.116159,
SNC7,-16.234767,-54.894597,
BR-3058,-16.167221,-54.842777,
SWJZ,-15.967222,-54.531667,
SWGW,-15.437529,-51.599684,
BR-3085,-15.486111,-51.269444,
SWXA,-15.044121,-51.404677,
SWZQ,-15.845633,-51.072487,
SSHL,-23.575000762939453,-52.40833282470703,
BR-2658,-15.436083,-51.583798,
SJ28,-15.788568,-51.006827,
SJ4T,-15.688056,-51.486944,
SJ46,-15.073409,-51.494437,
SI2P,-15.638079,-51.572188,
SJV2,-15.193333,-51.580833,
BR-3265,-15.806594,-51.413653,
SSB9,-15.339419,-51.495853,
BR-1304,-15.294203,-51.284733,
BR-0668,-15.278446,-51.413114,
BR-0912,-22.669967,-54.32308,
BR-1820,-22.786979,-54.491887,
BR-1332,-22.891867,-54.664601,
SJSA,-22.789722442626953,-54.5977783203125,
SSLX,-22.701258,-54.608345,
BR-2680,-9.402228,-66.695724,
BR-3229,-8.343408,-65.713456,
BR-1075,-9.537195,-65.731348,
SNLB,-9.203051,-65.708531,
SDC2,-9.02592,-65.927796,
BR-1566,-8.922303,-66.131879,
SNN3,-9.693914,-67.086229,
SJ33,-9.421111,-65.556111,
SI8V,-9.403889,-65.715,
BR-0252,-9.569238,-67.305229,
SSLR,-19.104999542236328,-57.59333419799805,
SSVA,-19.0625,-57.62916564941406,
SI8M,-10.900962,-37.632292,
SN4T,-4.793333,-45.247778,
SN3Q,-4.757222,-45.351944,
BR-0866,-10.786358,-49.585894,
SS9N,-10.767978,-49.64021,
SSUU,-10.741666793823242,-49.47999954223633,
SJBU,-17.014975,-44.791897,
BR-1162,-17.764502,-46.546678,
BR-0115,-6.038857,-36.454737,
SBLS,-19.661751,-43.897404,
SD4A,-28.029722,-51.520556,
BR-1023,-15.178814,-45.224285,
BR-2949,-22.673332,-55.236667,
SSLQ,-22.783302,-55.072604,
BR-2972,-22.776667,-54.976665,
BR-2993,-22.410278320312,-54.988609313965,
BR-2539,-22.867222,-54.440834,
SD8A,-22.744763,-55.232613,
BR-2807,-20.140388,-41.608235,
BR-3097,-15.190932,-57.708372,
SJLD,-15.715556,-57.711388,
SDA7,-15.178333,-57.706944,
BR-1731,-15.770774,-57.741187,
BR-0792,-15.348349,-58.029166,
BR-1001,-15.280833,-57.793889,
SS44,-15.506844,-57.747342,
BR-2199,-15.376891,-57.682109,
SJLB,-15.570615,-57.773998,
SIK2,-0.791275,-52.469769,
BR-1496,-0.101312,-52.950336,
SILJ,-0.831374,-52.504075,
SINQ,-0.790406,-52.488164,
SNLU,-10.838153,-37.196016,
BR-2952,-25.514133,-52.557499,
SN4O,-18.012985,-44.81058,
SSVU,-17.698889,-44.350278,
BR-2457,-17.672501,-44.593056,
BR-0275,-12.808092,-46.501759,
SJ9K,-21.146389,-51.028889,
SNPN,-21.030277252197266,-50.92583465576172,
SN8F,-30.725383,-53.980617,
BR-2813,-17.737851,-43.496241,
BR-0495,-22.148482,-47.27842,
BR-2171,-21.468226,-42.727076,LEP
SSLM,-16.548655,-48.941534,
SJXM,-21.730022,-43.891947,
SI7H,-22.543333,-47.2325,
SNE4,-19.303147,-50.715569,
SS96,-19.574419,-50.555503,
SSZW,-19.520191,-50.654031,
BR-0372,-5.193456,-38.144054,
SS4I,-9.414807,-46.694607,
SDZ5,-9.081762,-47.217702,
BR-1105,-22.91824,-53.06911,
SSLO,-22.917101,-53.148998,
BR-0728,-14.496258,-47.035981,
BR-1312,-7.493227,-45.505412,
SW2F,-12.932506,-56.148797,
SIE2,-13.164972,-56.176833,
SIH8,-13.004973,-55.96451,
SS7J,-12.990251,-55.957558,
SS9D,-12.740089,-56.207315,
SSPH,-12.928641,-56.097017,
SD3V,-12.997275,-56.271327,
SBOK,-13.290168,-55.975493,
BR-1858,-13.020475,-56.125582,
SI7O,-12.881111,-56.061389,
SIDW,-13.004636,-56.087606,
SITS,-13.130369,-55.981722,
SJPV,-12.970052,-56.184574,
SJPW,-12.901944160461426,-56.371944427490234,
SJSO,-12.968735,-56.321154,
SDYF,-13.109637,-55.992991,
SICO,-13.325756,-56.049893,
BR-3060,-13.314444,-56.112778,
SDLC,-21.748877,-51.017632,
SDQ6,-11.194465,-50.880253,
SJ6M,-11.150556,-50.951111,
BR-2673,-12.361141,-46.135175,
SNBB,-11.954774,-45.723528,
BR-1676,-12.06647,-45.75179,
SIU4,-12.496661,-46.062714,
BR-1195,-12.519207,-46.150635,
SNX6,-11.956419,-45.902536,
SNT8,-12.184631,-45.816269,
SN0A,-12.120681,-46.314432,
BR-3270,-11.93736,-45.872058,
BR-0774,-12.425062,-46.247592,
BR-1013,-12.150865,-45.870333,
BR-0408,-12.125186,-45.771057,
SDO6,-11.977993,-46.026553,
BR-1601,-12.068207,-45.828671,
SSQZ,-12.106389,-45.895,
SIDY,-24.07771,-51.819447,
SW27,-16.457162,-47.737885,
BR-1224,-16.53975,-47.83727,
BR-1131,-16.671783,-48.010262,
BR-2672,-16.189444,-48.078056,
BR-1572,-3.537236,-42.372869,
SD3Y,-22.293172,-41.759826,
BR-2638,-29.084003,-56.211983,
SS3H,-29.009211,-55.736258,
SJKI,0.208793,-51.012373,
BR-2667,1.019404,-50.213918,
BR-1159,1.084965,-49.90508,
BR-0612,0.840789,-50.652101,
BR-1008,0.040172,-51.149408,
BR-1563,-13.09448,-42.5529,
SNMC,-13.025,-42.672298,
SNGS,-9.584875,-35.752795,
BR-0113,-9.40307,-62.006018,
BR-0527,-9.191392,-61.770878,
BR-0667,-9.293056,-61.806527,
BR-0260,-7.279778,-65.192102,
BR-0289,-2.042421,-47.526413,
SNQP,-20.5674991607666,-50.23030090332031,
BR-1714,-3.20682,-60.54301,
SD11,-3.231842,-60.486547,
SJ8B,-2.803611,-60.048056,
BR-1089,-14.617778,-44.188056,
SN3E,-14.782549,-43.954041,
SDCZ,-22.935009,-44.091702,
SDDE,-8.012773,-61.777196,
SWLQ,-7.908888,-61.562748,
SSMR,-24.5296,-51.651714,
SSPX,-8.8501,-69.260038,
SWWM,-18.77184,-40.948173,
SJSR,-13.99222183227539,-49.763057708740234,
SN2M,-14.099167,-49.288889,
BR-0140,-14.036961,-49.164362,
SNI7,-4.037067,-49.164672,
BR-2161,-5.758452,-49.176216,
BR-0720,-5.605802,-49.475216,
BR-0835,-5.462267,-49.77277,
SJT3,-5.377222,-49.224444,
BR-1583,-5.520979,-50.2146,
BR-2326,-22.063057,-51.924721,
SDZU,-22.121936,-52.19793,
SDFK,-22.067804,-52.151064,
SDNE,-22.198999,-51.975562,
BR-2729,-21.345303,-55.435739,
BR-2846,-21.355556,-55.61972,
BR-2928,-21.455833,-55.456944,
BR-2372,-21.497223,-55.263889,
SWQG,-21.45722198486328,-55.421112060546875,
SSMJ,-21.633888,-55.144906,
BR-1632,-21.145278,-55.362778,
BR-0858,-21.725195,-55.094423,
SNIW,-21.479299,-55.330596,
SD1M,-21.659571,-55.699957,
SN3W,-21.818611,-55.497778,
SNMJ,-13.433300018299999,-40.4333000183,
SJZC,-8.778888702392578,-35.78499984741211,
BR-1644,-13.91231,-38.93468,
SNMR,-14.143352,-39.006603,
SWLT,-10.433889389038086,-54.16722106933594,
SDL0,-10.812002,-53.709219,
SI8H,-10.69,-54.661667,
BR-1151,-10.864252,-54.710525,
SN9K,-10.751652,-53.805425,
SDV6,-11.079795,-53.835379,
SJ22,-10.763943,-54.485039,
SI4V,-10.96,-54.228056,
SS2C,-11.162009,-54.268842,
SSCR,-24.512699,-54.054699,
SJ4L,-9.694444,-35.831667,
SSPV,-8.959443,-72.779721,
SI2G,-9.725556,-49.779444,
SN1C,-20.490556,-50.430528,
BR-0156,-10.183659,-52.098914,
BR-2153,-22.466611,-51.200817,
BR-0356,-22.074271,-51.038782,
BR-1449,-6.089291,-37.925065,
BR-3075,-10.734444,-54.534443,
SNME,-12.490391,-38.023664,
BR-1145,-12.553551,-38.314472,
SDMY,-21.6329,-48.479099,
SI6M,-10.294167,-46.550556,
SJ2P,-10.224167,-46.111944,
BR-0207,-10.562528,-46.429861,
SWAG,-10.424722,-46.076944,
SDM1,-10.506658,-46.204381,
SS7P,-10.398507,-46.037832,
BR-1868,-10.535042,-45.984364,
SD2P,-10.303156,-45.807742,
BR-2818,-14.769444,-43.415279,
BR-2822,-14.947123,-43.67009,
SD8O,-14.770743,-43.609586,
SJ4W,-15.347287,-42.883896,
SI3N,-5.253333,-43.581111,
SNB4,-3.676706,-44.524153,
SWMN,-15.214686,-50.836191,
SI3U,-15.424236,-50.748373,
SWXM,-10.170368,-54.953964,MBK
SD6N,-9.744952,-54.016668,
BR-1254,-10.219135,-54.792466,
BR-1256,-10.328423,-54.580896,
SI3D,-6.015833,-58.077222,
SI25,-5.98,-58.539722,
BR-0319,-5.340555,-57.763889,
SN2W,-6.384167,-58.228889,
SJ2G,-5.699685,-58.028317,
SWMW,-3.37217,-57.7248,MBZ
BR-2428,-5.020024,-57.776639,
SWHS,-18.053333282470703,-50.38694381713867,
SW2B,-7.392682,-38.682855,
SNXX,-5.38414,-35.5284,
BR-1667,-0.09399,-51.27579,
SJNQ,-17.491096,-40.156317,
BR-2191,-25.3109,-54.070499,
BR-0067,-3.515242,-53.486152,
BR-0068,-3.400857,-52.95263,
SI9J,-16.313333,-41.492778,
BR-1839,-1.799722,-51.713611,
BR-0699,-16.928677,-48.682292,
SJX6,-14.955691,-48.295982,
BR-2571,-15.158888816833,-48.283889770508,
SDS9,-13.236389,-48.184444,
BR-2725,-13.474939,-48.459009,
SNMN,-17.263889,-42.539165,
SI9A,-17.758889,-53.04,
BR-0772,-17.881872,-53.038971,
BR-0969,-18.188197,-53.099379,
BR-2273,-22.436606,-48.40362,
BR-3260,-24.305534,-47.503187,
BR-2841,-9.90712,-48.635044,
BR-0240,-6.36777,-44.347317,
SJR4,-6.5625,-44.5725,
SSNA,-19.896503,-56.427346,
SSOD,-20.247777938842773,-56.415279388427734,
BR-3011,-20.086944580078,-56.616390228271,
BR-3012,-20.082928,-56.667116,
SSXL,-20.434722900390625,-56.33583450317383,
SSDQ,-20.180732,-56.634712,
BR-2914,-20.338612,-56.698334,
SSEX,-19.968191,-56.311269,
SSFO,-20.039722442626953,-56.32027816772461,
SSIW,-19.980153,-56.435725,
SJRP,-20.13247,-56.371143,
SIDR,-19.837257,-56.703293,
BR-2391,-20.088314,-56.724172,
BR-2393,-20.383623,-56.270091,
SILU,-19.865306,-56.987917,
SJ7G,-20.322279,-56.322877,
SN3J,-20.188533,-56.687695,
SN7B,-20.109561,-56.730498,
SIB3,-20.304436,-56.828096,
BR-1874,-19.953604,-56.885376,
SD1N,-20.008833,-56.325761,
SJ6H,-19.970278,-56.743889,
BR-0781,-20.180036,-56.55678,
BR-0723,-20.199722,-57.101111,
SSBY,-20.099501,-56.7939,
BR-2330,-21.07844,-51.148095,
SJTM,-20.88777732849121,-50.98833465576172,
BR-1200,-9.528922,-48.777363,
SDI4,-11.146667,-62.828889,
BR-3293,-22.504191,-52.084378,
SNKP,-22.385159,-52.110901,
SWRW,-15.587499618530273,-58.0444450378418,
SWYC,-15.693403,-58.107917,
SW2D,-3.181284,-49.056532,
SJ3U,-3.001389,-49.398889,
BR-2443,-3.292265,-49.213596,
BR-2802,-1.971231,-48.629113,
SNYV,-2.119009,-48.642923,
SDBE,-2.208,-48.8146,
BR-2222,-5.729178,-39.597932,
BR-1548,-20.865278,-50.1075,
SSVO,-20.8716678619,-50.1269454956,
SDDJ,-20.849434,-50.083376,
SDV8,-1.411389,-54.124167,
SN9A,-1.603672,-54.338494,
SNMA,-1.9958,-54.0742,MTE
SWMG,-13.3855562210083,-46.775001525878906,
BR-3091,-13.249631,-46.870976,
BR-3122,-13.335495,-46.901991,
BR-2532,-13.224383,-46.953095,
SJJO,-13.192744,-47.120251,
BR-2707,-13.374544,-46.899301,
SNGK,-19.04833221435547,-48.97222137451172,
SJFV,-18.766281,-48.754891,
SSYF,-18.871667861938477,-48.72055435180664,
SS3A,-18.562165,-49.013566,
SD7M,-18.903074,-48.784112,
SDMO,-21.258981,-48.523511,
BR-2960,-15.188889,-43.531113,
BR-2518,-14.91348,-43.364317,
BR-1674,-15.200473,-42.895957,
BR-1571,-21.363071,-46.400918,
SNMF,-21.350555419921875,-46.25055694580078,
SIWE,-27.2127,-50.956501,
SNTK,-18.718712,-47.485187,
SS9S,-11.103033,-48.033319,
SS8T,-10.350053,-47.958014,
SSQP,-10.464823,-39.286476,
BR-2223,-21.1758,-46.9589,
SIBY,-7.87824,-37.139999,
BR-0100,-5.838959,-47.058035,
SIVN,-16.602173,-43.771033,
SWIM,-16.126667022705078,-51.66972351074219,
BR-0820,-15.896137,-51.523453,
SJ3Q,-15.655556,-51.753333,
SI2N,-16.025008,-51.720011,
BR-0230,-15.177854,-42.507661,
SIYO,-17.255556106567383,-51.30638885498047,
SWXN,-17.247325,-51.270546,
BR-0727,-17.445179,-51.139827,
SIYI,-17.261915,-51.146516,
BR-1790,-17.264325,-51.21405,
SJ3P,-17.41774,-50.987398,
SJ2V,-13.040915,-48.784391,
SJAI,-13.184792,-48.753031,
BR-2893,-13.204455,-48.590634,
SDK6,-4.95271,-38.377508,
SNKE,-18.581944,-45.321389,
BR-1391,-18.42718,-45.364218,
SN2F,-18.869367,-45.258581,
BR-2814,-18.59388923645,-45.353057861328,
SWWT,-18.705641,-45.335393,
BR-0283,-11.573253,-43.26358,
SWMX,-17.761758,-49.121654,
SSTR,-17.93653,-49.24176,
SDJZ,-20.810328,-48.222595,
SIAM,-20.697327,-48.286419,
BR-0138,-15.332789,-50.046968,
SNOC,-11.533278,-41.180055,
SDS6,-3.751667,-42.297778,
BR-1119,-16.164546,-50.138505,
SNPV,-30.692516,-50.557139,
SIQI,-30.536381,-50.467404,
BR-2685,-21.509167,-48.197224,
SWOW,-1.463542,-61.633088,
SWPP,-14.753055572509766,-50.665000915527344,
SDOV,-14.770575,-50.5642,
BR-0195,-1.536895,-49.232689,
SDZC,2.708055,-62.668889,
SI3Z,2.495833,-61.73,
SID4,2.650533,-61.462678,
SIN6,2.419444,-60.9275,
SIG6,2.593325,-61.441247,
SJKS,2.375485,-63.008952,
SWMV,2.72694,-62.9506,
SNQU,-13.0312,-41.444099,CHD
BR-1463,-13.157195,-41.507165,
BR-0936,-18.146774,-39.594353,
BR-2224,-11.770045,-40.419034,
SWIE,-13.919444,-50.009998,
SSCB,-13.769686,-49.934503,
SBOR,-13.732032,-50.357632,
BR-1849,-13.60093,-50.31369,
SN4X,-12.210943,-43.605526,
SDY6,-6.94718,-48.808249,
SIN4,-6.813645,-49.019358,
SIVC,-13.760061,-49.477873,
BR-0142,-13.745957,-49.284566,
SNNU,-17.823158,-40.329662,NNU
SDND,-22.483974,-51.529044,
BR-0262,-9.398827,-72.718563,
BR-0464,-5.738476,-35.218407,
SNTD,-16.586200714111328,-46.5010986328125,
BR-0206,-11.706552,-47.750419,
SSNI,-22.98527717590332,-53.87694549560547,
BR-2974,-22.891666,-54.116943,
SSVB,-23.066515,-53.821174,
SSVK,-22.794443130493164,-54.156944274902344,
BR-3001,-22.965998,-54.075064,
SSXV,-22.950000762939453,-54.112220764160156,
SITB,-23.01328,-53.790618,
SJDI,-22.852064,-54.208249,
BR-2803,-23.202257,-53.857293,
SSGZ,-22.893908,-53.867508,
SSNB,-23.0348,-54.180199,
BR-1704,-22.939326,-53.830218,
SJ3G,-22.890231,-54.311868,
BR-1723,-23.018316,-53.980658,
SDX3,-22.788889,-54.036389,
BR-0353,-22.792222,-54.179444,
BR-0442,-22.916353,-53.973374,
SN1P,-22.96152,-53.849536,
BR-1352,-23.137568,-53.84319,
SN7C,-23.020278,-53.819444,
SBQA,-16.536119,-49.838244,
SNEO,-16.438905,-49.199524,
SNNP,-8.066944122314453,-52.16722106933594,
BR-0378,-15.499887,-41.565833,
BR-2297,-20.898611,-55.710533,
SDQL,-21.182418,-55.73428,
SSNQ,-21.184723,-55.830276,
SSVV,-21.285926,-56.120272,
SJ4C,-20.842222,-55.966667,
BR-1614,-21.359444,-55.768056,
BR-0825,-21.290904,-55.822763,
BR-3093,-14.250556,-48.083889,
SWNQ,-14.434869,-48.491615,NQL
SD5Z,-14.930284,-48.718138,
SNRA,-14.655641,-48.586541,
SD1Z,-14.250443,-48.276384,
SJR7,-14.179167,-55.588056,
SN6X,-14.261944,-55.3625,
SSPE,-14.435556,-55.609444,
BR-3197,-14.316667,-55.766944,
BR-3094,-14.707222,-56.338333,
BR-3102,-13.798631,-55.458696,
SWVZ,-14.75,-56.352779,
BR-2462,-14.643002,-56.23946,
BR-2689,-14.459435,-56.053869,
SDKA,4.164573,-59.835001,
BR-3241,3.906468,-60.027144,
BR-1869,3.855278,-59.926667,
SDKL,3.835853,-59.777179,
SDXA,4.211866,-60.004514,
SJKL,4.620442,-60.078414,
SJKO,4.062941,-60.165075,
SJKT,4.173141,-60.546974,
SJKX,4.166814,-59.747576,
SJLL,4.460830211639404,-60.10029983520508,
SJLQ,4.364999771118164,-60.016700744628906,
SJMF,4.1638898849487305,-60.222198486328125,
SJMN,3.809596,-60.092908,
SJMQ,4.173909,-60.141154,
SJYS,3.990654,-60.182043,
BR-3098,3.879933,-59.623589,
SWRZ,-14.353099822998047,-56.71379852294922,
SNX4,-15.657,-56.297386,
BR-1649,-7.012956,-34.981397,
SJO2,-15.526797,-57.014003,
BR-3111,-15.765556,-56.495556,
SWIZ,-21.296667,-54.479167,
BR-0365,-21.552911,-54.23414,
SJXJ,-21.454039,-54.389028,
BR-1507,-21.59065,-53.819728,
BR-1735,-21.122742,-54.44674,
BR-2743,-21.674202,-54.03658,
SIBV,-21.450333,-54.489515,
BR-2458,-21.429301,-54.37623,
BR-2919,-21.177449,-54.301043,
SSRJ,-21.878395,-53.815477,
SSMC,-22.087778091430664,-53.52000045776367,
BR-2970,-21.708332061768,-53.099445343018,
SSSY,-22.516666412353516,-53.51166534423828,
SSCH,-21.598487,-53.226976,
SSJH,-22.164289,-53.56893,
SSJJ,-21.805647,-53.128837,
BR-3225,-21.6433,-53.3106,
BR-1505,-22.237046,-53.371805,
BR-1534,-22.053386,-53.338666,
BR-0529,-21.794693,-53.474602,
BR-0310,-22.268333,-53.433056,
BR-1830,-21.699479,-53.439312,
SN2K,-21.697222,-53.307213,
BR-1587,-21.976141,-53.416772,
SDK7,-22.162667,-53.329921,
BR-2189,-22.278894,-53.38323,
BR-1626,-18.20525,-48.2806,
SI9F,-10.430142,-58.29269,
SI4D,-9.845779,-57.808016,
BR-1696,-9.295307,-58.143611,
BR-0606,-9.369167,-58.541389,
BR-0701,-9.406699,-58.191167,
SD10,-9.3914,-58.221169,
BR-0022,-10.257651,-58.259103,
BR-3095,-9.400047,-58.229372,
SWSZ,-9.773611068725586,-58.06277847290039,
SJFT,-10.093056,-57.726944,
BR-2733,-14.661772,-55.384305,
SS3W,-14.6723,-55.212586,
SNP7,-10.568011,-55.962094,
SI2S,-11.098286,-56.470851,
SI6D,-10.409722,-55.729167,
SBOU,-10.270278,-55.786111,
SIO8,-10.769456,-55.772906,
SIQG,-10.504746,-55.709881,
SWUE,-10.706422,-55.933033,
BR-3030,-10.371111,-55.818611,
SWAA,-14.5439,-50.592777,
SWDY,-14.754531,-50.377499,
BR-3216,-14.58202,-50.708303,
SSKQ,-14.541111,-50.461944,
SDMW,-14.1125,-50.680833,
BR-3190,-13.7072219849,-50.6477775574,
SIVP,-14.441618,-50.535837,
SIWR,-13.799722,-50.488808,
SJCL,-14.529421,-50.411162,
SII3,-14.074208,-50.28345,
SJ9I,-14.584137,-50.3258,
SW2I,-14.365114,-50.414268,
SN8V,-13.906208,-50.435944,
SJ6L,-14.100833,-50.827222,
SDN5,-13.938692,-50.470189,
SN5J,-13.996923,-50.532103,
BR-3267,-13.708849,-50.80089,
SD1V,-13.998115,-50.799759,
SJE4,-13.798333,-50.701944,
BR-1744,-14.341577,-50.453149,
SNLQ,-14.065799713134766,-50.41590118408203,
SDZZ,-21.798767,-48.544439,
BR-2225,-21.763774,-48.582466,
BR-2395,-23.416389,-50.600834,
SSFX,-23.45713,-50.580087,
SING,-20.556667,-49.288334,
SIL6,-10.339053,-55.208994,
SNA7,-10.259172,-55.365656,
SJ6P,-14.466931,-49.381538,
SIOC,-21.14321,-51.544011,
SJJU,-14.045111,-60.15419,
SNWI,-14.068889,-60.009167,
SWTI,-14.5202999115,-59.7798995972,
SNH9,-14.491243,-59.354076,
SW21,-14.480528,-59.843794,
BR-1856,-23.701389,-54.79,
SN4K,-14.135055,-60.050524,
SJU7,-14.451169,-59.649181,
SS49,-14.117487,-60.165243,
BR-1894,-14.217754,-60.00168,
SDS4,-14.61367,-59.629317,
SDA3,-14.339912,-59.649242,
SD2L,-14.120833,-59.914167,
SJQT,-20.169079,-43.92747,
BR-2659,-10.218966,-64.34348,
BR-0085,-10.399912,-65.347213,
SJ4H,-10.236111,-64.743611,
SN7G,-10.370454,-64.897836,
BR-0810,-14.347952,-56.948738,
BR-0766,-12.814444,-57.179444,
BR-1030,-12.20905,-57.453738,
BR-0384,-12.798737,-57.129145,
BR-0562,-13.410128,-57.156867,
SD2D,-12.255,-57.2575,
BR-1512,-12.228333,-57.237778,
SN9T,-12.485724,-57.19793,
SNR8,-13.171346,-56.988984,
SIT6,-12.33506,-57.026775,
SN4E,-13.208889,-57.385833,
SN6J,-12.29,-57.3225,
BR-1081,-12.631711,-57.295926,
SSOY,-12.290556,-57.019444,
BR-3040,-12.845088,-56.97719,
SJRV,-13.38611125946045,-57.61555480957031,
BR-2286,-13.1,-56.952778,
SIEJ,-9.942937,-57.485956,
SWRA,-10.056322,-56.991573,
BR-3077,-10.156389,-56.98111,
SWOP,-9.785799,-57.621937,
BR-3145,-10.166063,-57.554777,
SJA8,-10.268253,-57.308721,
SJA6,-10.146933,-57.45086,
SJJ6,-9.758333,-57.013611,
SI7K,-9.901643,-57.355872,
SS46,-14.024643,-55.542483,
SIU9,-13.295133,-56.415117,
BR-1907,-12.901972,-56.736653,
SS8R,-13.775646,-56.145022,
SD5U,-13.668789,-56.049785,
SNZ4,-13.471667,-56.473056,
SN8P,-13.666942,-56.283756,
SIEQ,-13.306521,-56.573196,
SJ6R,-13.753889,-55.791111,
SBQC,-13.366514,-55.8551,
SJK3,-14.1275,-55.804722,
SWIC,-13.519624,-56.066678,
SD7G,-13.963333,-55.651111,
SWVJ,-13.666504,-56.002564,
SWYP,-13.955319,-55.778993,
BR-3005,-13.698056,-56.290833,
BR-2452,-13.096989,-56.525961,
BR-2657,-13.907346,-56.083857,
SJNM,-13.993894,-55.940962,
SIQK,-22.781533,-47.334557,
SWGQ,-14.78083324432373,-57.35416793823242,
BR-1693,-14.660892,-57.291439,
SWGZ,-14.776846,-57.188846,
BR-0091,-7.623877,-48.411781,
SI9L,-2.867059,-45.708229,
BR-3100,-3.888357,-59.07998,
BR-2176,-19.1984,-47.728699,
SSNP,-28.802499771118164,-51.60419845581055,
SSMX,-21.142698,-46.483921,
SJUU,-14.028056144714355,-46.87111282348633,
SS2M,-14.006219,-47.017697,
SS42,-10.889944,-55.253508,
