ident,latitude_deg,longitude_deg,iata_code
SWNI,-10.178313,-62.825747,
SSCQ,-29.900249,-54.929386,
SS6N,-29.831531,-54.649799,
SSB6,-17.094247,-58.250903,
SS4R,-16.51968,-57.973828,
SS4S,-16.060955,-58.029025,
SS7K,-15.962045,-57.195582,
BR-3257,-16.240182,-58.387908,
SNQ6,-16.15358,-58.515216,
SJ9N,-15.684107,-57.575439,
BR-0838,-16.068933,-58.480352,
BR-0918,-15.643056,-57.548056,
BR-0966,-17.064444,-57.764015,
BR-0967,-16.170295,-58.557298,
BR-0995,-16.079487,-58.097328,
BR-1022,-17.275318,-57.896871,
BR-0294,-16.188635,-57.705713,
SDK8,-16.503831,-57.599282,
SBOZ,-16.180023,-57.278529,
BR-1503,-15.872767,-57.352044,
SIQ3,-16.971178,-58.296244,
SIF3,-16.456095,-58.292987,
BR-1880,-16.710106,-58.115506,
SI77,-16.621395,-58.235404,
BR-2835,-15.735275,-57.34682,
SNVH,-16.168611526489258,-58.13833236694336,
SDQV,-16.140032,-58.515394,
SIEL,-16.589899,-57.727698,
BR-2394,-16.388842,-57.288171,
BR-2407,-16.270555,-57.862778,
SWKX,-16.38360023498535,-58.31719970703125,
BR-3000,-16.228332519531,-57.592220306396,
SWDV,-16.737443,-57.757403,
SWGH,-16.246111,-57.621388,
SWOE,-16.165826,-58.185139,
SWWF,-16.569721,-57.83139,
SWZS,-16.670163,-57.675261,
SSNY,-17.183611,-58.216667,
BR-0039,-18.7872,-50.9365,
SI6Q,-18.467778,-51.109167,
BR-0185,-8.642135,-55.041072,
BR-1717,-0.988163,-48.8896,
SD6A,-30.5475,-52.8975,
BR-0193,-1.066046,-57.052612,
SJHJ,-11.18294,-61.088936,
BR-3101,-18.965,-50.798611,
BR-2197,-18.491501,-51.298801,
SNIE,-14.012329,-42.494001,
SDQG,-21.892177,-51.178021,
BR-0777,-17.2325,-51.650278,
SS8Z,-17.24745,-51.35928,
BR-1905,-17.240707,-51.494742,
BR-0054,-16.9693,-51.8233,
SWFT,-16.579439,-52.141618,
SNKK,-6.43917,-37.0783,
SDLO,-13.5648,-38.939999,PBA
SI8W,-3.041369,-41.396292,
SSEF,-21.320047,-47.231553,
SIJ8,2.189406,-50.936358,
BR-1736,-12.809597,-38.248258,
BR-1737,-12.809597,-38.248258,
BR-0913,-12.691861,-38.198411,
BR-1817,-19.48,-53.6975,
BR-1743,-19.139358,-53.703667,
BR-1768,-19.430629,-54.294934,
BR-0955,-19.094958,-54.184984,
SI3T,-19.594722,-53.525556,
BR-1106,-19.09539,-53.503906,
BR-1353,-19.540318,-53.720237,
SD1K,-19.530461,-53.536425,
BR-2186,-19.5984,-54.021099,
BR-2902,-19.031944,-53.671112,
BR-2910,-19.050481,-54.065596,
BR-2940,-19.347778,-53.77,
SIUR,-19.610011,-53.496045,
SJDY,-18.663055,-54.068611,
SSTU,-18.729999542236328,-54.10499954223633,
BR-3179,-18.625631,-54.104569,
BR-2618,-31.127221,-51.576338,
SSDX,-31.013962,-51.708516,
BR-1026,-30.858956,-51.77373,
BR-3002,-29.000581,-50.075818,
SW20,-2.452028,-49.355763,
CMT,-2.2468,-49.56,CMT
SN6E,-6.205833,-47.195556,
SNKB,-7.178333,-35.990276,
SWXE,-13.877607,-53.238895,
SDZX,-14.813348,-53.124617,
BR-0768,-27.706615,-52.723703,
BR-1837,-14.110839,-49.046264,
SNUP,-9.802778244018555,-36.22249984741211,
BR-0635,-17.416679,-47.825128,
SIXF,-17.383446,-47.536232,
SICW,-17.453632,-47.825008,
SSRK,-9.51391,-42.995098,
BR-3048,-11.196536,-53.234113,
SNCE,-21.10610008239746,-45.8046989440918,
SIIU,-19.642052,-48.712231,
BR-2806,-19.815386,-48.737512,
SIRS,-19.636525,-48.789251,
BR-1739,-10.4955,-40.4874,
SSAY,-20.48616,-54.48339,
SSKG,-20.505300521850586,-54.5255012512207,
BR-2454,-21.284243,-53.691509,
SDRH,-20.844538,-54.526141,
SIEF,-20.572287,-54.716721,
SSAR,-21.503056,-53.967499,
BR-2907,-20.615689,-54.724875,
SSFJ,-20.810952,-54.618119,
SSIE,-20.604145,-54.59553,
SJWI,-21.496944427490234,-53.74972152709961,
SIUQ,-20.975095,-54.329528,
BR-0857,-21.374019,-53.864477,
BR-0460,-20.761963,-54.447852,
SS37,-19.052683,-56.670238,
BR-1335,-20.971561,-54.070751,
BR-1586,-21.487785,-53.617153,
BR-1720,-20.340621,-54.590126,
BR-1457,-21.065692,-54.114186,
SD4W,-20.697794,-54.631823,
SD6T,-20.869444,-54.429444,
BR-1404,-20.847845,-54.093333,
BR-1537,-21.288333,-53.883611,
SDYX,-4.8541669845581055,-42.260555267333984,
SS8V,-24.02816,-52.413006,
SNW8,-27.757578,-53.8124,
BR-2190,-27.666456,-53.8086,
SWIN,-14.243000030517578,-57.99530029296875,
SBQX,-13.578333,-57.936944,
BR-1521,-13.14,-57.599722,
SD7L,-13.393625,-58.001182,
SD8U,-13.337778,-58.006111,
SDF4,-13.49566,-57.988015,
SJ8R,-13.538346,-57.824913,
BR-0901,-13.723256,-57.618492,
BR-0486,-13.885715,-57.868329,
BR-0539,-13.330714,-58.041757,
BR-0714,-13.684958,-57.802416,
BR-1127,-13.754444,-57.903915,
BR-1122,-13.851999,-57.942606,
SI68,-13.73217,-57.891791,
BR-1713,-13.516283,-57.892156,
BR-1702,-13.6025,-57.875,
SS4H,-13.815586,-57.664089,
BR-3146,-14.232227,-57.710624,
BR-3147,-14.220000267029,-57.778888702393,
BR-3036,-13.644901,-57.926068,
SJKA,-13.62797,-57.900965,
SJNL,-13.626771,-57.583187,
SJQF,-13.355555534362793,-57.755001068115234,
BR-2708,-14.151931,-57.786648,
SJTU,-13.582777976989746,-57.559444427490234,
SJAF,-13.671667,-57.899783,
BR-2609,-13.588057,-57.467055,
SDLW,-13.442765,-57.785465,
SJRH,-15.308055877685547,-54.59972381591797,
SWXB,-15.297449,-55.175718,
SWHL,-15.274999618530273,-55.121665954589844,
BR-3087,-15.221111,-55.132778,
SWZO,-15.340785,-55.140771,
SDMX,-15.50233,-55.381261,
SNA4,-15.226017,-55.139292,
BR-0783,-15.259432,-54.944217,
BR-0431,-15.35926,-54.979972,
BR-0553,-15.234316,-54.751954,
SBQS,-15.405795,-54.964051,
BR-1501,-15.346269,-54.674269,
BR-1117,-15.121375,-54.940568,
BR-1370,-15.473087,-54.914582,
SWCB,-13.006213,-46.711208,
BR-3118,-13.414722,-59.267502,
SJUJ,-13.440685,-59.256831,
SISW,-13.824526,-59.163458,
SNIX,-13.553333,-59.100278,
SWSG,-13.606800079345703,-59.31679916381836,
SN7Y,-13.038337,-59.10227,
BR-1261,-13.563012,-59.266095,
BR-1297,-13.698255,-59.259863,
SS32,-12.851762,-58.941171,
SIM4,-13.074358,-59.002242,
BR-3278,-13.812739,-59.157522,
SDM8,-14.121111,-59.216667,
BR-0480,-13.146056,-59.096114,
BR-0758,-22.005825,-41.217849,
SIBC,-21.878126,-41.294775,
BR-2762,-21.225872,-45.779278,
BR-0532,-8.155351,-46.737958,
SI4I,-8.256536,-46.616131,
BR-3281,-7.963164,-46.877422,
SJ3K,-8.016389,-46.637222,
SS2D,-27.327683,-51.238967,
SDDB,-22.617649,-50.09019,
BR-2256,-22.530343,-50.063156,
SNCS,-7.051714,-40.358274,
BR-3027,-14.27109,-49.647245,
SNLA,-6.567500114440918,-49.719444274902344,
BR-0173,-17.085435,-45.881673,
SN2E,-11.165028,-52.037379,
SJR9,-11.312222,-51.688611,
SN7W,-11.312945,-51.7949,
BR-3192,-18.7775,-49.231667,
BR-2723,-18.891433,-49.287043,
SJWE,-13.404722213745117,-52.848331451416016,
BR-2545,-13.310556411743,-52.892223358154,
SJEK,-13.540849,-52.208673,
SWBJ,-13.255318,-52.044446,
BR-3033,-12.683611,-52.71722,
BR-0636,-12.800623,-52.526723,
SI8I,-13.117184,-52.514473,
SIW6,-13.649617,-52.503892,
SNBF,-13.356903,-52.749112,
SNQN,-13.15562,-52.569736,
SI79,-13.337474,-52.839561,
SI2Q,-12.992201,-52.639757,
SJG6,-13.5451,-52.19035,
SJ93,-13.203146,-52.194675,
SJ8Z,-13.292645,-52.381461,
BR-0239,-7.68378,-43.71091,
BR-0971,-15.5675,-39.152778,
SNED,-15.666999816895,-38.954700469971,CNV
BR-1911,-9.245278,-63.556667,
SJ9C,-9.194895,-63.479199,
BR-1295,-9.175712,-63.677566,
BR-1656,-1.44832,-45.72671,
SNR2,-15.416417,-41.354119,
BR-2938,-31.494567,-53.691949,
SJ4S,-25.678056,-52.258889,
BR-0243,-4.324935,-39.250419,
SIX7,2.720292,-60.667981,
SJV8,2.783611,-60.5925,
SN8X,2.611922,-60.378122,
SSC2,2.762467,-60.58895,
BR-3099,2.78,-60.616669,
SWPD,2.787444,-60.595531,
SS9P,-8.116992,-43.139831,
SDX4,-8.126389,-42.99,
SNKU,-9.903055,-39.032776,
SNCI,-1.2309999465942383,-47.200599670410156,
SNZG,-23.861232,-48.236658,
SDNJ,-24.072344,-48.221806,
SSCO,-31.775068,-52.451879,
SSMH,-31.929443359375,-52.4636116027832,
SICK,-17.680607,-42.52943,
SJVS,-18.70305633544922,-49.68694305419922,
SIMJ,-18.659201,-49.5476,
BR-0169,-16.31566,-43.710081,
BR-1219,-16.179265,-43.609414,
SIL9,-16.244017,-43.751169,
SNFG,-1.840391,-47.184196,
SNDU,-20.638333,-45.998056,
SN3K,-20.63841,-46.006658,
SNJA,-30.134621,-50.511431,
SJH4,1.757394,-61.164905,
BR-3276,-0.876254,-61.933147,
SWEU,0.797558,-61.662983,
SWQI,1.84389,-61.121827,
SJLU,1.7408299446105957,-62.286399841308594,
SJNE,1.99,-59.957199,
SJYF,2.007780075073242,-61.475799560546875,
SJYK,1.0711100101470947,-62.218299865722656,
BR-2825,-22.123611,-57.103397,
SDXR,-22.2216,-57.158207,
BR-2408,-21.912812,-57.143777,
SJDW,-22.122402,-57.290997,
BR-3016,-22.215152,-57.30693,
SNE9,-22.195556,-57.225278,
BR-1558,-21.826389,-57.127222,
SD4J,-21.852061,-56.862899,
SN8C,-22.095448,-57.122806,
SJ2F,-21.983333,-57.080833,
SI76,-22.046111,-57.043889,
BR-0996,-22.114895,-57.057989,
SIZC,-20.779444,-41.995556,
BR-0248,-5.777501,-37.552745,
SSKZ,-28.3225002289,-52.8162002563,
SSYQ,-28.378889,-52.879444,
BR-2268,-20.155555,-49.934723,
SSPA,-11.963583,-49.038368,
SS6B,-11.796623,-49.107027,
SI7Z,-10.263483,-56.053637,
SWHZ,-10.338610649108887,-55.96555709838867,
SWPE,-10.133185,-55.585796,
BR-0976,-20.313557,-44.698328,
SNEW,-19.662599563598633,-50.95130157470703,
BR-1740,-19.810105,-50.781629,
SNVO,-19.970496,-50.970002,
SSKX,-19.869993,-50.652886,
SJLJ,0.5972219705581665,-59.22169876098633,
CTP,-1.225365,-46.019057,CTP
SDFX,-9.157435,-40.937445,
BR-0513,-24.871085,-53.46509,
BR-2890,-4.093998,-38.248007,
SILQ,-24.929094,-53.496006,
BR-2472,-9.601944,-49.773888,
BR-0560,-9.573737,-49.718342,
SWIS,-9.186566,-49.775399,
BR-0211,-9.302872,-49.946237,
SJBB,-9.525193,-49.889005,
SD8P,-9.414194,-49.85009,
BR-1183,-9.338206,-49.887092,
SDCU,-22.557248,-42.114451,
SNAO,-22.513224,-42.05293,
SNVU,-20.432625,-46.859697,
SIU6,-19.177153,-51.833731,
SD2X,-19.289761,-52.374738,
SDL3,-19.112144,-52.077974,
BR-0822,-1.258889,-47.953333,
BR-0502,-10.653375,-58.602591,
BR-1824,-10.97694,-58.444607,
BR-0111,-11.135194,-58.599106,
BR-2665,-10.6325,-58.445,
SJZB,-10.689443588256836,-58.649723052978516,
SJ73,-5.303921,-41.548193,
BR-2336,-20.906944,-51.575558,
SSBC,-20.72611,-51.588612,
SSRF,-12.765700340270996,-39.44670104980469,
SIXG,-18.03226,-47.463856,
BR-1621,-17.6175,-47.52682,
SN4Q,-21.153333,-49.031601,
SIBU,-6.36253,-37.756199,
BR-2208,-13.778604,-47.412121,
SIW3,-13.455195,-47.794868,
SNIS,-5.196944,-43.597778,
SIA6,-4.862086,-43.188097,
BR-0179,-4.83672,-43.335108,
SNOG,-5.661399,-35.41365,
SNY6,-20.910556,-49.245,
BR-1454,-6.610627,-39.04927,
BR-2210,-22.830515,-51.6036,
SSUW,-22.775956,-51.505539,
BR-3006,-3.6202778816223,-48.75611114502,
BR-0081,-13.183366,-60.839676,
SWXC,-12.885577,-61.298504,
SIK6,-13.262222,-60.942222,
SIB9,-13.156326,-60.80256,
BR-2990,-22.960646,-49.149356,
SDCL,-23.154167,-49.208889,
SDKG,-23.225,-49.179169,
SJ3B,-8.211215,-35.478104,
SICY,-28.108334,-53.196388,
BR-2431,-15.015533,-55.503354,
BR-2683,-15.471943855286,-55.720001220703,
SJTB,-15.46500015258789,-55.622501373291016,
SSYO,-15.2625,-55.614723,
SWPL,-12.198332786560059,-53.38166809082031,
BR-2163,-14.99125,-55.817712,
SIQJ,-14.9583,-55.800701,
BR-0421,-14.986382,-55.210278,
SIL4,-15.504834,-55.474237,
BR-0163,-15.30438,-45.631698,
SNJD,-18.43107,-52.658446,
SBOQ,-18.622041,-52.833071,
SJNX,-18.408056,-52.63028,
BR-0040,-18.38829,-52.653599,
SSXW,-18.807777,-52.600277,
SSYC,-19.049771,-52.966901,
SSCA,-18.73438,-52.604213,
SSJM,-18.842500686645508,-52.49944305419922,
SBOF,-19.318418,-52.534615,
SJM3,-19.271784,-52.553212,
BR-0399,-18.748165,-52.686835,
SSAD,-18.764,-52.917599,
BR-0105,-3.748136,-43.31068,
SJ7K,-3.589722,-43.463056,
BR-0307,-29.975833,-51.620277,
SISO,-0.091667,-49.580555,
BR-0024,-0.2525,-49.52,
BR-0025,-218,-49.764,
SIH6,0.578889,-50.335,
BR-1661,-0.26012,-49.44055,
BR-2496,-12.772193,-60.871952,
SJJJ,-12.682861,-61.089262,
SJ8O,-12.524876,-61.11823,
SD1S,-12.797181,-60.650064,
SNU3,-12.746244,-60.953269,
SI4Q,-12.545945,-60.87092,
BR-0809,-12.2619,-61.176508,
SSCT,-23.69157,-52.642091,GGH
BR-0297,-15.867516,-48.338193,
BR-1877,-4.943056,-47.971944,
SNS2,-11.356481,-55.261347,
SNP4,-11.494939,-55.205919,
SJ42,-11.627778,-55.091111,
SJV7,-11.400833,-55.386111,
BR-0917,-11.664502,-55.238421,
SDS3,-11.619956,-55.122026,
BR-3153,-11.370278358459,-55.380554199219,
BR-3155,-11.258173,-54.927735,
SWUD,-20.445833,-44.812776,
BR-0249,-3.455071,-41.604942,
BR-1831,-14.461088,-51.075565,
SN6A,-13.310697,-50.861145,
BR-1231,-13.127987,-50.826987,
BR-1533,-13.052789,-50.833216,
SD2J,-13.004455,-50.982823,
BR-1319,-13.674462,-51.115522,
SIH3,-14.211406,-51.12295,
SDL8,-13.968471,-51.447754,
BR-1029,-12.775871,-50.926494,
SWSV,-14.3886108398,-51.3805541992,
BR-3035,-14.143333,-51.014999,
SWCO,-14.706057,-51.213759,
SWEF,-14.812989,-51.1567,
SWIK,-14.910862,-51.278507,
SSPC,-13.731667,-51.34,
SIPG,-14.137595,-51.469531,
SIZO,-14.1903,-51.643902,
SJPI,-15.417558,-48.634816,
SNKC,-14.17277778,-44.54666667,
SJH6,-14.545556,-45.656111,
BR-1168,-14.212078,-45.198413,
BR-1187,-14.773731,-45.561182,
BR-1213,-14.623452,-45.251461,
BR-0572,-14.699316,-45.829951,
BR-1913,-14.664017,-45.376125,
SJT7,-14.391719,-44.958109,
SSSK,-4.507177,-43.922377,
SSYP,-4.521275,-43.919575,
SNXH,-4.513833,-44.021529,
SIDB,-4.271026,-42.999634,
SII2,-0.980147,-48.2894,
BR-0291,-19.464338,-40.667485,
BR-3096,-10.893154,-55.566101,
SIKC,-10.760403,-55.462283,
SI2V,-10.531944,-55.558641,
SN8L,-10.775567,-55.235372,
SNS3,-10.883037,-55.550602,
SS2Q,-6.07558,-44.269023,
SJ37,-6.255833,-44.160278,
BR-2211,-5.966951,-44.233897,
BR-0090,-8.143634,-48.478337,
BR-0213,-8.747707,-48.764792,
SDZ7,-9.189763,-61.387091,
SS9J,-9.124292,-61.199772,
SS8M,-9.42744,-59.247585,
BR-1205,-9.236404,-60.338209,
BR-0811,-8.986135,-61.458292,
SIE3,-9.060556,-59.120047,
BR-3008,-9.619722,-60.6675,
BR-0112,-9.446215,-59.199477,
BR-1926,-9.099247,-61.192789,
SDKO,-20.2577,-48.788601,
SIKX,-20.236006,-48.651109,
SDCW,-20.321423,-48.833504,
SSNF,-20.329721450805664,-48.810001373291016,
SDWN,-20.34749984741211,-48.772499084472656,
SSJP,-22.895000457763672,-51.929168701171875,
BR-3044,-13.019722,-61.16861,
BR-0080,-13.113405,-60.524276,
SDNA,-19.671944,-48.994722,
SD0Q,-19.618428,-49.051116,
SSPD,-14.766667,-60.033333,
BR-3144,-13.4425,-60.272778,
SWVN,-13.634017,-59.796052,
SWXZ,-13.31002,-60.293255,
SSQA,-13.723055839538574,-60.315277099609375,
SWCC,-13.546667,-60.418333,
SWCF,-13.735278,-60.477222,
SJOO,-14.134166717529297,-59.81972122192383,
SJAG,-13.63208,-60.283854,
SNNO,-14.05894,-59.850057,
BR-2824,-13.279683,-60.334729,
SNOT,-14.013917,-59.88146,
SNVW,-14.016944,-60.056667,
SSMZ,-13.917222,-59.983333,
SD2Z,-13.423979,-60.317929,
SD2Y,-13.708056,-59.772778,
SD3W,-13.681229,-60.205855,
SSHE,-13.90646,-60.322462,
SD4F,-13.924428,-59.492963,
BR-1561,-13.670833,-60.348611,
SDK3,-13.808611,-59.656389,
BR-0546,-13.598056,-59.950556,
BR-0921,-13.033575,-59.916773,
SWEA,-13.450612,-60.270319,
SNG2,-14.022742,-59.571329,
SN4A,-13.844444,-60.385556,
SN6P,-13.99495,-60.071996,
BR-1172,-13.072039,-60.246636,
SIXO,-13.983586,-59.656623,
SIBW,-7.55823,-38.496498,
SSVP,-18.263982,-39.86629,
BR-1191,-20.088431,-48.491103,
BR-2212,-20.008583,-48.25201,
SIP7,-7.968465,-49.409412,
SN2Y,-7.943333,-49.675556,
BR-0203,-12.228285,-47.277564,
BR-0204,-12.231261,-47.32664,
SSCK,-27.180511,-52.051755,CCI
SIPO,-14.924167,-41.956669,
BR-2750,-10.663474,-51.437731,
SD2E,-10.689722,-51.473056,
SBQH,-10.699027,-51.614688,
BR-0411,-10.138273,-51.994144,
SS9B,-10.36332,-51.527039,
BR-2758,-19.886871,-47.675345,
BR-0935,-14.788268,-59.346624,
SJM4,-14.600844,-59.571009,
SWYM,-14.6425,-59.4491,
SSVW,-14.513055801391602,-59.55694580078125,
BR-2920,-23.54235,-50.096283,
BR-0170,-16.659434,-44.355019,
BR-0651,-12.270796,-38.751684,
BR-1407,-19.087031,-44.328377,
BR-2625,-19.83254,-54.836578,
SNX2,-19.617778,-54.760833,
SS2T,-19.699158,-55.135883,
BR-2271,-13.829429,-44.469116,
BR-1374,-23.299174,-50.617386,
SSKI,-23.340699,-50.585196,
SNF2,-4.296225,-44.279955,
BR-0125,-18.480246,-47.223786,
SI3W,-23.487472,-55.290917,
BR-3280,-10.621778,-45.386297,
BR-1369,-10.558475,-45.447217,
BR-2753,-10.564167,-44.946945,
SNKR,-10.451944,-45.136391,
SNTY,-13.379952,-44.62207,
SJUA,-13.621507,-46.1379,
BR-0095,-13.7029,-45.6121,
BR-1152,-13.207844,-45.253631,
BR-1320,-13.632205,-45.798729,
BR-1095,-13.930646,-46.232444,
BR-1862,-13.793333,-46.038611,
BR-0744,-13.620254,-46.097989,
BR-0926,-13.243663,-45.375338,
BR-0927,-13.768178,-46.147334,
SSNS,-13.183082,-45.104738,
BR-0333,-13.752462,-46.16238,
BR-1555,-13.638081,-46.185809,
BR-1459,-13.694265,-45.888133,
BR-1430,-13.473932,-45.372463,
SD34,-13.814167,-46.152222,
SD3Q,-13.400127,-46.10003,
BR-1482,-13.884074,-46.156425,
SBQB,-13.261944,-45.076944,
BR-1513,-13.604722,-46.001944,
SN6Y,-13.799975,-46.101317,
SS7V,-13.773683,-46.197289,
SS4Z,-13.311463,-45.829628,
SS63,-13.413326,-46.062485,
SDA8,-13.959684,-46.103506,
BR-0197,-13.434996,-45.307717,
BR-0619,-17.908177,-56.565148,
BR-0630,-20.130726,-57.653611,
BR-0650,-19.818898,-57.205424,
BR-0449,-17.305104,-56.498042,
BR-0510,-19.615035,-56.88113,
SDSA,-18.035457,-55.716094,
BR-0536,-18.934444,-57.049444,
SDZL,-18.610784,-55.689011,
BR-0764,-18.445198,-56.329377,
BR-0828,-19.21012,-55.939673,
BR-0842,-18.397778,-55.413709,
BR-0853,-18.126908,-56.526815,
BR-0961,-18.205871,-55.973325,
BR-1039,-17.28762,-55.893898,
SJ2J,-17.45293,-56.247309,
BR-1733,-18.459633,-55.533335,
SI2R,-18.575294,-57.212387,
SI66,-18.104903,-57.199942,
SI22,-18.303983,-55.651875,
SBOX,-18.261098,-55.373709,
SBOY,-17.41704,-56.181159,
BR-1489,-18.871111,-56.216667,
BR-1434,-19.723282,-57.753715,
SD4Z,-19.334227,-56.720752,
SD8B,-17.635,-56.355833,
SI9Y,-18.066521,-56.556598,
SIE6,-18.793827,-56.905176,
SIR7,-19.978083,-57.223828,
SJU2,-19.868108,-57.282509,
BR-1920,-18.56111,-56.871854,
BR-1175,-18.81701,-56.579476,
BR-1202,-18.092952,-55.605101,
BR-1363,-18.605663,-56.214548,
BR-1365,-19.418741,-56.666555,
BR-1243,-18.082415,-55.311444,
BR-1280,-20.105678,-57.341024,
SD9V,-19.915,-57.612222,
SDQ4,-17.964402,-55.36598,
SJ8L,-19.703965,-57.879781,
SJ79,-19.985583,-57.294659,
SJ8Y,-18.021752,-56.825399,
SJ8U,-17.925417,-55.222753,
SJ7R,-18.451111,-56.889444,
SI8U,-18.64279,-56.475822,
SI2Z,-20.103342,-57.299144,
BR-1765,-19.19819,-56.77057,
SJA4,-17.695556,-56.574444,
SN4Z,-17.768889,-55.395833,
SS4X,-17.679541,-55.908343,
SS9W,-19.016572,-55.81579,
SNW6,-17.234844,-56.016484,
SJU6,-20.145815,-57.207301,
SS3G,-18.870469,-55.889283,
SNP5,-18.770234,-56.512008,
SDD5,-19.374195,-56.59713,
SD0M,-18.580421,-57.478666,
SNQ3,-17.743364,-56.303194,
SNH6,-18.164486,-56.366664,
SS89,-18.746586,-56.358164,
SNB5,-17.921461,-55.594508,
SNL4,-18.018364,-57.186492,
SJIL,-19.091111,-55.8425,
BR-2656,-18.027222,-55.460278,
SJNO,-18.672115,-57.123735,
BR-2666,-18.880334,-56.798383,
BR-2693,-18.661111831665,-57.623889923096,
SJZD,-17.8619441986084,-56.70305633544922,
BR-2752,-18.460932,-56.765159,
BR-2755,-20.037604,-57.917125,
BR-2304,-17.97081,-57.019162,
BR-2314,-20.115919,-57.113103,
BR-2380,-18.023333,-56.732224,
BR-2396,-19.259443,-57.011665,
SIFW,-17.719113,-56.996706,
SIJE,-20.013385,-57.389231,
BR-2438,-17.925578,-57.625598,
BR-2834,-17.522778,-55.400555,
BR-2872,-20.279923,-57.234868,
SNXF,-17.892909,-56.996995,
BR-2904,-17.567778,-55.287945,
SSCW,-18.039722,-56.005554,
BR-2909,-20.099443,-57.346111,
SSDV,-18.209771,-55.465482,
SSEV,-18.089084,-57.130864,
SSFK,-19.906111,-57.779889,
SSGJ,-17.250266,-56.272494,
BR-2930,-18.032449,-57.489259,
SSJO,-19.376388549804688,-57.45277786254883,
SSJV,-17.938848,-56.480037,
SSJX,-19.478055953979492,-57.01416778564453,
SSJY,-17.707500457763672,-56.217220306396484,
SSKA,-18.905555725097656,-56.35972213745117,
SIMQ,-18.208867,-55.753373,
SIOR,-18.098057,-57.153332,
BR-2465,-18.298056,-57.014721,
BR-2485,-18.33644,-55.480644,
SISJ,-17.455984,-55.56373,
BR-2512,-18.243055343628,-57.55611038208,
BR-2541,-18.517502,-57.59977,
SIWY,-17.512801,-55.773161,
BR-2543,-18.502611,-57.412927,
BR-2565,-19.353724,-56.795472,
BR-2574,-17.864227,-56.379633,
BR-2575,-19.269027,-56.026858,
SJDL,-17.302378,-55.852776,
BR-2591,-18.68,-57.224998,
SJEG,-20.159584,-57.158804,
BR-2594,-18.182269,-56.785007,
BR-2595,-18.114672,-56.639208,
BR-2596,-17.564722,-56.786667,
BR-2597,-17.869167,-56.19389,
BR-2598,-17.64822,-56.899429,
SJGI,-19.334916,-56.905017,
BR-2610,-20.609179,-57.555808,
SIJO,-18.577222,-57.511111,
SDDD,-17.8615,-55.78457,
SSLB,-19.025278091430664,-55.926109313964844,
SSLD,-18.643888473510742,-56.75944519042969,
SSNV,-19.233055114746094,-57.029720306396484,
BR-2959,-19.033333,-56.950001,
SSPY,-17.672559,-57.748711,
SSSH,-19.199167251586914,-57.011112213134766,
BR-2980,-18.933332443237,-57.016666412354,
SSTF,-17.874997,-57.131681,
SSTG,-18.469444274902344,-57.05500030517578,
BR-2994,-18.508231,-56.424667,
SSWW,-18.67416763305664,-55.89472198486328,
BR-3003,-19.02805519104,-56.290557861328,
SSZA,-17.722221,-56.753334,
BR-3014,-18.207964,-56.812434,
SSZF,-18.4777774810791,-56.02166748046875,
SSZM,-17.832875,-57.554401,
SWMJ,-19.495832443237305,-56.959999084472656,
SWVY,-17.568061,-56.482236,
SIKP,-18.303611,-57.506944,
SIOL,-18.322459,-48.84401,
BR-1738,-13.005234,-61.240443,
BR-2564,-12.901916,-61.130168,
SJFP,-12.91236,-61.370498,
SNNX,-12.8275,-61.354722,
SWRL,-12.977222442626953,-61.04916763305664,
SNM4,-12.768291,-61.347918,
BR-1867,-12.986389,-61.179167,
BR-0761,-10.086322,-36.09012,
SNOV,-10.122006,-36.291983,
SNUZ,-10.094107,-36.18639,
BR-2871,-9.980556,-36.23111,
SNZZ,-9.968121,-36.198891,
SNCY,-10.222636,-36.285352,
SNDX,-10.039999961853027,-36.32638931274414,
SWPB,-12.420665,-64.418603,
SWCQ,-12.4211,-64.251602,CQS
BR-2995,-18.92212,-53.062763,
SSYY,-18.95111083984375,-53.149444580078125,
BR-2216,-18.684504,-53.287468,
BR-2430,-18.721203,-53.342189,
SIW4,-18.720293,-53.179518,
BR-1550,-18.201399,-53.212538,
BR-0977,-19.199871,-52.968926,
SSPW,-18.100558,-53.153537,
SSUS,-18.413577,-52.896824,
SS7H,-11.706389,-44.602181,
BR-0278,-12.042221,-44.260973,
SDNI,-23.619402,-46.983252,
SWQT,-9.86287,-58.230815,
OTT,-9.898611,-58.581944,OTT
SDP4,-9.807688,-58.525651,
SIG7,-8.564425,-49.108272,
BR-1137,-8.31469,-48.976937,
BR-1246,-18.402084,-54.451901,
BR-1485,-17.982795,-55.161178,
SJ3O,-18.687867,-64.468139,
BR-1014,-18.345003,-54.767174,
BR-1019,-18.545033,-54.459412,
BR-2951,-18.216388702393,-55.158889770508,
SSNR,-18.31861114501953,-54.93555450439453,
SSZC,-18.025275,-54.999262,
SDMD,-18.011274,-54.715714,
SSBX,-18.445355,-54.796101,
BR-2925,-18.67746,-54.394174,
BR-2451,-18.369193,-54.776714,
SIRH,-18.263323,-54.311836,
SJFN,-18.371768,-54.927159,
SNWS,-5.21135,-40.704201,JCS
SNKH,-8.116944,-57.117222,
SWKY,-20.3397216796875,-47.47305679321289,
SWCS,-30.978246,-51.936816,
SWIY,-11.57229995727539,-50.66619873046875,IDO
BR-2159,-16.791,-47.645199,
SWFA,-16.25055694580078,-47.61722183227539,
BR-2581,-16.90748,-47.704767,
SIJ2,-16.566667,-47.616111,
